t_s,T_air_C,C_env
5.025000000000000000e+03,4.884750000000002501e+01,4.688500000000000306e-02
5.030000000000000000e+03,4.884500000000002728e+01,4.688666666666666677e-02
5.035000000000000000e+03,4.884250000000002956e+01,4.688833333333333742e-02
5.040000000000000000e+03,4.884000000000003183e+01,4.689000000000000112e-02
5.045000000000000000e+03,4.884608333333335395e+01,4.690500000000000225e-02
5.050000000000000000e+03,4.885216666666667606e+01,4.692000000000000337e-02
5.055000000000000000e+03,4.885824999999999818e+01,4.693500000000000449e-02
5.060000000000000000e+03,4.886433333333337714e+01,4.694999999999999868e-02
5.065000000000000000e+03,4.887041666666669926e+01,4.696499999999999980e-02
5.070000000000000000e+03,4.887650000000002137e+01,4.698000000000000093e-02
5.075000000000000000e+03,4.888258333333334349e+01,4.699500000000000205e-02
5.080000000000000000e+03,4.888866666666666561e+01,4.701000000000000317e-02
5.085000000000000000e+03,4.889475000000004457e+01,4.702499999999999736e-02
5.090000000000000000e+03,4.890083333333336668e+01,4.703999999999999848e-02
5.095000000000000000e+03,4.890691666666668880e+01,4.705499999999999960e-02
5.100000000000000000e+03,4.891300000000001091e+01,4.707000000000000073e-02
5.105000000000000000e+03,4.894200000000000728e+01,4.706833333333333702e-02
5.110000000000000000e+03,4.897100000000000364e+01,4.706666666666666637e-02
5.115000000000000000e+03,4.900000000000000000e+01,4.706500000000000267e-02
5.120000000000000000e+03,4.902899999999999636e+01,4.706333333333333202e-02
5.125000000000000000e+03,4.905799999999999272e+01,4.706166666666666831e-02
5.130000000000000000e+03,4.908699999999998909e+01,4.706000000000000461e-02
5.135000000000000000e+03,4.911600000000004229e+01,4.705833333333333396e-02
5.140000000000000000e+03,4.914500000000003865e+01,4.705666666666667025e-02
5.145000000000000000e+03,4.917400000000003502e+01,4.705499999999999960e-02
5.150000000000000000e+03,4.920300000000003138e+01,4.705333333333333590e-02
5.155000000000000000e+03,4.923200000000002774e+01,4.705166666666666525e-02
5.160000000000000000e+03,4.926100000000002410e+01,4.705000000000000154e-02
5.165000000000000000e+03,4.925333333333333030e+01,4.706250000000000017e-02
5.170000000000000000e+03,4.924566666666669335e+01,4.707499999999999879e-02
5.175000000000000000e+03,4.923799999999999955e+01,4.708750000000000435e-02
5.180000000000000000e+03,4.923033333333336259e+01,4.710000000000000298e-02
5.185000000000000000e+03,4.922266666666666879e+01,4.711250000000000160e-02
5.190000000000000000e+03,4.921500000000003183e+01,4.712500000000000022e-02
5.195000000000000000e+03,4.920733333333333803e+01,4.713749999999999885e-02
5.200000000000000000e+03,4.919966666666664423e+01,4.714999999999999747e-02
5.205000000000000000e+03,4.919200000000000728e+01,4.716250000000000303e-02
5.210000000000000000e+03,4.918433333333331348e+01,4.717500000000000165e-02
5.215000000000000000e+03,4.917666666666667652e+01,4.718750000000000028e-02
5.220000000000000000e+03,4.916899999999998272e+01,4.719999999999999890e-02
5.225000000000000000e+03,4.915958333333333030e+01,4.719416666666666205e-02
5.230000000000000000e+03,4.915016666666667788e+01,4.718833333333333213e-02
5.235000000000000000e+03,4.914074999999996862e+01,4.718250000000000222e-02
5.240000000000000000e+03,4.913133333333331620e+01,4.717666666666666536e-02
5.245000000000000000e+03,4.912191666666666379e+01,4.717083333333332851e-02
5.250000000000000000e+03,4.911249999999995453e+01,4.716499999999999859e-02
5.255000000000000000e+03,4.910308333333330211e+01,4.715916666666666868e-02
5.260000000000000000e+03,4.909366666666664969e+01,4.715333333333333182e-02
5.265000000000000000e+03,4.908424999999999727e+01,4.714749999999999497e-02
5.270000000000000000e+03,4.907483333333334485e+01,4.714166666666666505e-02
5.275000000000000000e+03,4.906541666666663559e+01,4.713583333333333514e-02
5.280000000000000000e+03,4.905599999999998317e+01,4.712999999999999828e-02
5.285000000000000000e+03,4.907274999999998499e+01,4.715583333333333432e-02
5.290000000000000000e+03,4.908949999999998681e+01,4.718166666666666342e-02
5.295000000000000000e+03,4.910624999999998863e+01,4.720749999999999946e-02
5.300000000000000000e+03,4.912299999999999045e+01,4.723333333333333550e-02
5.305000000000000000e+03,4.913974999999999227e+01,4.725916666666666460e-02
5.310000000000000000e+03,4.915649999999999409e+01,4.728500000000000064e-02
5.315000000000000000e+03,4.917324999999999591e+01,4.731083333333333668e-02
5.320000000000000000e+03,4.918999999999999773e+01,4.733666666666666578e-02
5.325000000000000000e+03,4.920674999999999955e+01,4.736250000000000182e-02
5.330000000000000000e+03,4.922350000000000136e+01,4.738833333333333786e-02
5.335000000000000000e+03,4.924025000000000318e+01,4.741416666666666696e-02
5.340000000000000000e+03,4.925700000000000500e+01,4.744000000000000300e-02
5.345000000000000000e+03,4.924524999999999864e+01,4.742666666666667252e-02
5.350000000000000000e+03,4.923349999999999227e+01,4.741333333333333511e-02
5.355000000000000000e+03,4.922174999999998590e+01,4.740000000000000463e-02
5.360000000000000000e+03,4.920999999999997954e+01,4.738666666666666721e-02
5.365000000000000000e+03,4.919824999999997317e+01,4.737333333333333674e-02
5.370000000000000000e+03,4.918650000000002365e+01,4.735999999999999932e-02
5.375000000000000000e+03,4.917475000000001728e+01,4.734666666666666884e-02
5.380000000000000000e+03,4.916300000000001091e+01,4.733333333333333837e-02
5.385000000000000000e+03,4.915125000000000455e+01,4.732000000000000095e-02
5.390000000000000000e+03,4.913949999999999818e+01,4.730666666666667047e-02
5.395000000000000000e+03,4.912774999999999181e+01,4.729333333333333306e-02
5.400000000000000000e+03,4.911599999999998545e+01,4.728000000000000258e-02
5.405000000000000000e+03,4.914091666666666924e+01,4.730666666666667047e-02
5.410000000000000000e+03,4.916583333333335304e+01,4.733333333333333837e-02
5.415000000000000000e+03,4.919074999999997999e+01,4.735999999999999932e-02
5.420000000000000000e+03,4.921566666666666379e+01,4.738666666666666721e-02
5.425000000000000000e+03,4.924058333333334758e+01,4.741333333333333511e-02
5.430000000000000000e+03,4.926549999999997453e+01,4.744000000000000300e-02
5.435000000000000000e+03,4.929041666666665833e+01,4.746666666666667089e-02
5.440000000000000000e+03,4.931533333333334213e+01,4.749333333333333879e-02
5.445000000000000000e+03,4.934025000000002592e+01,4.752000000000000668e-02
5.450000000000000000e+03,4.936516666666670972e+01,4.754666666666666763e-02
5.455000000000000000e+03,4.939008333333333667e+01,4.757333333333333553e-02
5.460000000000000000e+03,4.941500000000002046e+01,4.760000000000000342e-02
5.465000000000000000e+03,4.940716666666668289e+01,4.761416666666667269e-02
5.470000000000000000e+03,4.939933333333334531e+01,4.762833333333333502e-02
5.475000000000000000e+03,4.939150000000000773e+01,4.764250000000000429e-02
5.480000000000000000e+03,4.938366666666667015e+01,4.765666666666666662e-02
5.485000000000000000e+03,4.937583333333333258e+01,4.767083333333333589e-02
5.490000000000000000e+03,4.936800000000005184e+01,4.768500000000000516e-02
5.495000000000000000e+03,4.936016666666671426e+01,4.769916666666666749e-02
5.500000000000000000e+03,4.935233333333337669e+01,4.771333333333333676e-02
5.505000000000000000e+03,4.934450000000003911e+01,4.772749999999999909e-02
5.510000000000000000e+03,4.933666666666670153e+01,4.774166666666666836e-02
5.515000000000000000e+03,4.932883333333336395e+01,4.775583333333333069e-02
5.520000000000000000e+03,4.932100000000002638e+01,4.776999999999999996e-02
5.525000000000000000e+03,4.932066666666668198e+01,4.774833333333333013e-02
5.530000000000000000e+03,4.932033333333333758e+01,4.772666666666666724e-02
5.535000000000000000e+03,4.932000000000005002e+01,4.770499999999999741e-02
5.540000000000000000e+03,4.931966666666670562e+01,4.768333333333333451e-02
5.545000000000000000e+03,4.931933333333336122e+01,4.766166666666666468e-02
5.550000000000000000e+03,4.931900000000001683e+01,4.764000000000000179e-02
5.555000000000000000e+03,4.931866666666667243e+01,4.761833333333333196e-02
5.560000000000000000e+03,4.931833333333332803e+01,4.759666666666666213e-02
5.565000000000000000e+03,4.931799999999998363e+01,4.757499999999999923e-02
5.570000000000000000e+03,4.931766666666669607e+01,4.755333333333332940e-02
5.575000000000000000e+03,4.931733333333335167e+01,4.753166666666666651e-02
5.580000000000000000e+03,4.931700000000000728e+01,4.750999999999999668e-02
5.585000000000000000e+03,4.931591666666668061e+01,4.753583333333333272e-02
5.590000000000000000e+03,4.931483333333335395e+01,4.756166666666666182e-02
5.595000000000000000e+03,4.931375000000002728e+01,4.758749999999999786e-02
5.600000000000000000e+03,4.931266666666664378e+01,4.761333333333333390e-02
5.605000000000000000e+03,4.931158333333331711e+01,4.763916666666666300e-02
5.610000000000000000e+03,4.931049999999999045e+01,4.766499999999999904e-02
5.615000000000000000e+03,4.930941666666666379e+01,4.769083333333333508e-02
5.620000000000000000e+03,4.930833333333333712e+01,4.771666666666666418e-02
5.625000000000000000e+03,4.930724999999995362e+01,4.774250000000000022e-02
5.630000000000000000e+03,4.930616666666662695e+01,4.776833333333333625e-02
5.635000000000000000e+03,4.930508333333330029e+01,4.779416666666666536e-02
5.640000000000000000e+03,4.930399999999997362e+01,4.782000000000000139e-02
5.645000000000000000e+03,4.931966666666664878e+01,4.780583333333333212e-02
5.650000000000000000e+03,4.933533333333332394e+01,4.779166666666666979e-02
5.655000000000000000e+03,4.935099999999999909e+01,4.777750000000000052e-02
5.660000000000000000e+03,4.936666666666667425e+01,4.776333333333333125e-02
5.665000000000000000e+03,4.938233333333334940e+01,4.774916666666666892e-02
5.670000000000000000e+03,4.939800000000002456e+01,4.773499999999999965e-02
5.675000000000000000e+03,4.941366666666664287e+01,4.772083333333333038e-02
5.680000000000000000e+03,4.942933333333331802e+01,4.770666666666666805e-02
5.685000000000000000e+03,4.944499999999999318e+01,4.769249999999999878e-02
5.690000000000000000e+03,4.946066666666666833e+01,4.767833333333332951e-02
5.695000000000000000e+03,4.947633333333334349e+01,4.766416666666666718e-02
5.700000000000000000e+03,4.949200000000001864e+01,4.764999999999999791e-02
5.705000000000000000e+03,4.948300000000000409e+01,4.768083333333333201e-02
5.710000000000000000e+03,4.947400000000004638e+01,4.771166666666666611e-02
5.715000000000000000e+03,4.946500000000003183e+01,4.774250000000000022e-02
5.720000000000000000e+03,4.945600000000001728e+01,4.777333333333333432e-02
5.725000000000000000e+03,4.944700000000000273e+01,4.780416666666666842e-02
5.730000000000000000e+03,4.943799999999998818e+01,4.783500000000000252e-02
5.735000000000000000e+03,4.942900000000003047e+01,4.786583333333332968e-02
5.740000000000000000e+03,4.942000000000001592e+01,4.789666666666666378e-02
5.745000000000000000e+03,4.941100000000000136e+01,4.792749999999999788e-02
5.750000000000000000e+03,4.940200000000004366e+01,4.795833333333333198e-02
5.755000000000000000e+03,4.939300000000002910e+01,4.798916666666666608e-02
5.760000000000000000e+03,4.938400000000001455e+01,4.802000000000000018e-02
5.765000000000000000e+03,4.937466666666665560e+01,4.800083333333333285e-02
5.770000000000000000e+03,4.936533333333335349e+01,4.798166666666666552e-02
5.775000000000000000e+03,4.935599999999999454e+01,4.796249999999999819e-02
5.780000000000000000e+03,4.934666666666669244e+01,4.794333333333333086e-02
5.785000000000000000e+03,4.933733333333333348e+01,4.792416666666666353e-02
5.790000000000000000e+03,4.932799999999997453e+01,4.790500000000000314e-02
5.795000000000000000e+03,4.931866666666667243e+01,4.788583333333333580e-02
5.800000000000000000e+03,4.930933333333331348e+01,4.786666666666666847e-02
5.805000000000000000e+03,4.930000000000001137e+01,4.784750000000000114e-02
5.810000000000000000e+03,4.929066666666665242e+01,4.782833333333333381e-02
5.815000000000000000e+03,4.928133333333335031e+01,4.780916666666666648e-02
5.820000000000000000e+03,4.927199999999999136e+01,4.778999999999999915e-02
5.825000000000000000e+03,4.927516666666667788e+01,4.782999999999999752e-02
5.830000000000000000e+03,4.927833333333330756e+01,4.786999999999999589e-02
5.835000000000000000e+03,4.928149999999999409e+01,4.791000000000000120e-02
5.840000000000000000e+03,4.928466666666668061e+01,4.794999999999999957e-02
5.845000000000000000e+03,4.928783333333331029e+01,4.798999999999999794e-02
5.850000000000000000e+03,4.929099999999999682e+01,4.803000000000000325e-02
5.855000000000000000e+03,4.929416666666668334e+01,4.807000000000000162e-02
5.860000000000000000e+03,4.929733333333331302e+01,4.810999999999999999e-02
5.865000000000000000e+03,4.930049999999999955e+01,4.814999999999999836e-02
5.870000000000000000e+03,4.930366666666668607e+01,4.819000000000000367e-02
5.875000000000000000e+03,4.930683333333331575e+01,4.823000000000000204e-02
5.880000000000000000e+03,4.931000000000000227e+01,4.827000000000000041e-02
5.885000000000000000e+03,4.934658333333334213e+01,4.824333333333333251e-02
5.890000000000000000e+03,4.938316666666668198e+01,4.821666666666666462e-02
5.895000000000000000e+03,4.941975000000002183e+01,4.818999999999999673e-02
5.900000000000000000e+03,4.945633333333336168e+01,4.816333333333333577e-02
5.905000000000000000e+03,4.949291666666670153e+01,4.813666666666666788e-02
5.910000000000000000e+03,4.952949999999998454e+01,4.810999999999999999e-02
5.915000000000000000e+03,4.956608333333332439e+01,4.808333333333333209e-02
5.920000000000000000e+03,4.960266666666666424e+01,4.805666666666666420e-02
5.925000000000000000e+03,4.963925000000000409e+01,4.803000000000000325e-02
5.930000000000000000e+03,4.967583333333334394e+01,4.800333333333333535e-02
5.935000000000000000e+03,4.971241666666668380e+01,4.797666666666666746e-02
5.940000000000000000e+03,4.974900000000002365e+01,4.794999999999999957e-02
5.945000000000000000e+03,4.974850000000003547e+01,4.798833333333333423e-02
5.950000000000000000e+03,4.974800000000004729e+01,4.802666666666666889e-02
5.955000000000000000e+03,4.974750000000000227e+01,4.806499999999999662e-02
5.960000000000000000e+03,4.974700000000001410e+01,4.810333333333333128e-02
5.965000000000000000e+03,4.974650000000002592e+01,4.814166666666666594e-02
5.970000000000000000e+03,4.974599999999998090e+01,4.818000000000000060e-02
5.975000000000000000e+03,4.974549999999999272e+01,4.821833333333333527e-02
5.980000000000000000e+03,4.974500000000000455e+01,4.825666666666666993e-02
5.985000000000000000e+03,4.974450000000001637e+01,4.829500000000000459e-02
5.990000000000000000e+03,4.974400000000002819e+01,4.833333333333333232e-02
5.995000000000000000e+03,4.974349999999998317e+01,4.837166666666666698e-02
6.000000000000000000e+03,4.974299999999999500e+01,4.841000000000000164e-02
6.005000000000000000e+03,4.973608333333334031e+01,4.840916666666666979e-02
6.010000000000000000e+03,4.972916666666662877e+01,4.840833333333333099e-02
6.015000000000000000e+03,4.972224999999997408e+01,4.840749999999999914e-02
6.020000000000000000e+03,4.971533333333331939e+01,4.840666666666666729e-02
6.025000000000000000e+03,4.970841666666666470e+01,4.840583333333333543e-02
6.030000000000000000e+03,4.970150000000001000e+01,4.840500000000000358e-02
6.035000000000000000e+03,4.969458333333329847e+01,4.840416666666666479e-02
6.040000000000000000e+03,4.968766666666664378e+01,4.840333333333333293e-02
6.045000000000000000e+03,4.968074999999998909e+01,4.840250000000000108e-02
6.050000000000000000e+03,4.967383333333327755e+01,4.840166666666666229e-02
6.055000000000000000e+03,4.966691666666662286e+01,4.840083333333333043e-02
6.060000000000000000e+03,4.965999999999996817e+01,4.839999999999999858e-02
6.065000000000000000e+03,4.964358333333331075e+01,4.839666666666666422e-02
6.070000000000000000e+03,4.962716666666665333e+01,4.839333333333332987e-02
6.075000000000000000e+03,4.961074999999999591e+01,4.839000000000000246e-02
6.080000000000000000e+03,4.959433333333333849e+01,4.838666666666666810e-02
6.085000000000000000e+03,4.957791666666668107e+01,4.838333333333333375e-02
6.090000000000000000e+03,4.956150000000002365e+01,4.837999999999999939e-02
6.095000000000000000e+03,4.954508333333330938e+01,4.837666666666666504e-02
6.100000000000000000e+03,4.952866666666665196e+01,4.837333333333333069e-02
6.105000000000000000e+03,4.951224999999999454e+01,4.836999999999999633e-02
6.110000000000000000e+03,4.949583333333333712e+01,4.836666666666666892e-02
6.115000000000000000e+03,4.947941666666667970e+01,4.836333333333333456e-02
6.120000000000000000e+03,4.946300000000002228e+01,4.836000000000000021e-02
6.125000000000000000e+03,4.949358333333333348e+01,4.837249999999999883e-02
6.130000000000000000e+03,4.952416666666670153e+01,4.838499999999999746e-02
6.135000000000000000e+03,4.955475000000001273e+01,4.839749999999999608e-02
6.140000000000000000e+03,4.958533333333332394e+01,4.841000000000000164e-02
6.145000000000000000e+03,4.961591666666669198e+01,4.842250000000000026e-02
6.150000000000000000e+03,4.964650000000000318e+01,4.843499999999999889e-02
6.155000000000000000e+03,4.967708333333331439e+01,4.844749999999999751e-02
6.160000000000000000e+03,4.970766666666668243e+01,4.845999999999999613e-02
6.165000000000000000e+03,4.973824999999999363e+01,4.847250000000000170e-02
6.170000000000000000e+03,4.976883333333330484e+01,4.848500000000000032e-02
6.175000000000000000e+03,4.979941666666667288e+01,4.849749999999999894e-02
6.180000000000000000e+03,4.982999999999998408e+01,4.850999999999999757e-02
6.185000000000000000e+03,4.982358333333331757e+01,4.851583333333332748e-02
6.190000000000000000e+03,4.981716666666665105e+01,4.852166666666666434e-02
6.195000000000000000e+03,4.981074999999998454e+01,4.852750000000000119e-02
6.200000000000000000e+03,4.980433333333331802e+01,4.853333333333333111e-02
6.205000000000000000e+03,4.979791666666665151e+01,4.853916666666666102e-02
6.210000000000000000e+03,4.979149999999998499e+01,4.854499999999999788e-02
6.215000000000000000e+03,4.978508333333331848e+01,4.855083333333333473e-02
6.220000000000000000e+03,4.977866666666665196e+01,4.855666666666666464e-02
6.225000000000000000e+03,4.977224999999998545e+01,4.856249999999999456e-02
6.230000000000000000e+03,4.976583333333331893e+01,4.856833333333333141e-02
6.235000000000000000e+03,4.975941666666665242e+01,4.857416666666666827e-02
6.240000000000000000e+03,4.975299999999998590e+01,4.857999999999999818e-02
6.245000000000000000e+03,4.975183333333330893e+01,4.859083333333333310e-02
6.250000000000000000e+03,4.975066666666663195e+01,4.860166666666666802e-02
6.255000000000000000e+03,4.974950000000001182e+01,4.861250000000000293e-02
6.260000000000000000e+03,4.974833333333333485e+01,4.862333333333333091e-02
6.265000000000000000e+03,4.974716666666665787e+01,4.863416666666666582e-02
6.270000000000000000e+03,4.974599999999998090e+01,4.864500000000000074e-02
6.275000000000000000e+03,4.974483333333330393e+01,4.865583333333333566e-02
6.280000000000000000e+03,4.974366666666662695e+01,4.866666666666667057e-02
6.285000000000000000e+03,4.974249999999994998e+01,4.867749999999999855e-02
6.290000000000000000e+03,4.974133333333332985e+01,4.868833333333333346e-02
6.295000000000000000e+03,4.974016666666665287e+01,4.869916666666666838e-02
6.300000000000000000e+03,4.973899999999997590e+01,4.871000000000000330e-02
6.305000000000000000e+03,4.972924999999997908e+01,4.868583333333333790e-02
6.310000000000000000e+03,4.971949999999998226e+01,4.866166666666667251e-02
6.315000000000000000e+03,4.970974999999998545e+01,4.863750000000000018e-02
6.320000000000000000e+03,4.969999999999998863e+01,4.861333333333333478e-02
6.325000000000000000e+03,4.969024999999999181e+01,4.858916666666666939e-02
6.330000000000000000e+03,4.968049999999999500e+01,4.856499999999999706e-02
6.335000000000000000e+03,4.967074999999999818e+01,4.854083333333333167e-02
6.340000000000000000e+03,4.966100000000000136e+01,4.851666666666666627e-02
6.345000000000000000e+03,4.965125000000000455e+01,4.849250000000000088e-02
6.350000000000000000e+03,4.964150000000000773e+01,4.846833333333333549e-02
6.355000000000000000e+03,4.963175000000001091e+01,4.844416666666666316e-02
6.360000000000000000e+03,4.962200000000001410e+01,4.841999999999999776e-02
6.365000000000000000e+03,4.961599999999998545e+01,4.843833333333333324e-02
6.370000000000000000e+03,4.961000000000001364e+01,4.845666666666666178e-02
6.375000000000000000e+03,4.960400000000004184e+01,4.847499999999999726e-02
6.380000000000000000e+03,4.959800000000001319e+01,4.849333333333333274e-02
6.385000000000000000e+03,4.959199999999998454e+01,4.851166666666666821e-02
6.390000000000000000e+03,4.958600000000001273e+01,4.853000000000000369e-02
6.395000000000000000e+03,4.958000000000004093e+01,4.854833333333333223e-02
6.400000000000000000e+03,4.957400000000001228e+01,4.856666666666666771e-02
6.405000000000000000e+03,4.956799999999998363e+01,4.858500000000000318e-02
6.410000000000000000e+03,4.956200000000001182e+01,4.860333333333333172e-02
6.415000000000000000e+03,4.955600000000004002e+01,4.862166666666666720e-02
6.420000000000000000e+03,4.955000000000001137e+01,4.864000000000000268e-02
6.425000000000000000e+03,4.954391666666668925e+01,4.862416666666666970e-02
6.430000000000000000e+03,4.953783333333331029e+01,4.860833333333333672e-02
6.435000000000000000e+03,4.953174999999998818e+01,4.859250000000000375e-02
6.440000000000000000e+03,4.952566666666666606e+01,4.857666666666667077e-02
6.445000000000000000e+03,4.951958333333334394e+01,4.856083333333333779e-02
6.450000000000000000e+03,4.951350000000002183e+01,4.854500000000000481e-02
6.455000000000000000e+03,4.950741666666664287e+01,4.852916666666666490e-02
6.460000000000000000e+03,4.950133333333332075e+01,4.851333333333333192e-02
6.465000000000000000e+03,4.949524999999999864e+01,4.849749999999999894e-02
6.470000000000000000e+03,4.948916666666661968e+01,4.848166666666666597e-02
6.475000000000000000e+03,4.948308333333329756e+01,4.846583333333333299e-02
6.480000000000000000e+03,4.947699999999997544e+01,4.845000000000000001e-02
6.485000000000000000e+03,4.951149999999995543e+01,4.847499999999999726e-02
6.490000000000000000e+03,4.954599999999999227e+01,4.850000000000000144e-02
6.495000000000000000e+03,4.958049999999997226e+01,4.852499999999999869e-02
6.500000000000000000e+03,4.961500000000000909e+01,4.855000000000000288e-02
6.505000000000000000e+03,4.964949999999998909e+01,4.857500000000000012e-02
6.510000000000000000e+03,4.968399999999996908e+01,4.860000000000000431e-02
6.515000000000000000e+03,4.971850000000000591e+01,4.862500000000000155e-02
6.520000000000000000e+03,4.975299999999998590e+01,4.864999999999999880e-02
6.525000000000000000e+03,4.978750000000002274e+01,4.867500000000000299e-02
6.530000000000000000e+03,4.982200000000000273e+01,4.870000000000000023e-02
6.535000000000000000e+03,4.985650000000003956e+01,4.872500000000000442e-02
6.540000000000000000e+03,4.989100000000001955e+01,4.875000000000000167e-02
6.545000000000000000e+03,4.987366666666667925e+01,4.873583333333333240e-02
6.550000000000000000e+03,4.985633333333333894e+01,4.872166666666667006e-02
6.555000000000000000e+03,4.983899999999999864e+01,4.870750000000000079e-02
6.560000000000000000e+03,4.982166666666665833e+01,4.869333333333333153e-02
6.565000000000000000e+03,4.980433333333331802e+01,4.867916666666666919e-02
6.570000000000000000e+03,4.978700000000003456e+01,4.866499999999999992e-02
6.575000000000000000e+03,4.976966666666669425e+01,4.865083333333333065e-02
6.580000000000000000e+03,4.975233333333335395e+01,4.863666666666666832e-02
6.585000000000000000e+03,4.973500000000001364e+01,4.862249999999999905e-02
6.590000000000000000e+03,4.971766666666667334e+01,4.860833333333332978e-02
6.595000000000000000e+03,4.970033333333333303e+01,4.859416666666666745e-02
6.600000000000000000e+03,4.968299999999999272e+01,4.857999999999999818e-02
6.605000000000000000e+03,4.967349999999999000e+01,4.859999999999999737e-02
6.610000000000000000e+03,4.966399999999998727e+01,4.861999999999999655e-02
6.615000000000000000e+03,4.965449999999998454e+01,4.864000000000000268e-02
6.620000000000000000e+03,4.964499999999998181e+01,4.866000000000000186e-02
6.625000000000000000e+03,4.963549999999997908e+01,4.868000000000000105e-02
6.630000000000000000e+03,4.962599999999997635e+01,4.870000000000000023e-02
6.635000000000000000e+03,4.961650000000003047e+01,4.871999999999999942e-02
6.640000000000000000e+03,4.960700000000002774e+01,4.873999999999999860e-02
6.645000000000000000e+03,4.959750000000002501e+01,4.875999999999999779e-02
6.650000000000000000e+03,4.958800000000002228e+01,4.878000000000000391e-02
6.655000000000000000e+03,4.957850000000001955e+01,4.880000000000000310e-02
6.660000000000000000e+03,4.956900000000001683e+01,4.882000000000000228e-02
6.665000000000000000e+03,4.957433333333335668e+01,4.882333333333333664e-02
6.670000000000000000e+03,4.957966666666669653e+01,4.882666666666667099e-02
6.675000000000000000e+03,4.958500000000003638e+01,4.882999999999999841e-02
6.680000000000000000e+03,4.959033333333331939e+01,4.883333333333333276e-02
6.685000000000000000e+03,4.959566666666665924e+01,4.883666666666666711e-02
6.690000000000000000e+03,4.960099999999999909e+01,4.884000000000000147e-02
6.695000000000000000e+03,4.960633333333333894e+01,4.884333333333333582e-02
6.700000000000000000e+03,4.961166666666667879e+01,4.884666666666667018e-02
6.705000000000000000e+03,4.961699999999996180e+01,4.885000000000000453e-02
6.710000000000000000e+03,4.962233333333330165e+01,4.885333333333333194e-02
6.715000000000000000e+03,4.962766666666664150e+01,4.885666666666666630e-02
6.720000000000000000e+03,4.963299999999998136e+01,4.886000000000000065e-02
6.725000000000000000e+03,4.964533333333332621e+01,4.885916666666666880e-02
6.730000000000000000e+03,4.965766666666667106e+01,4.885833333333333695e-02
6.735000000000000000e+03,4.966999999999995907e+01,4.885749999999999815e-02
6.740000000000000000e+03,4.968233333333330393e+01,4.885666666666666630e-02
6.745000000000000000e+03,4.969466666666664878e+01,4.885583333333333445e-02
6.750000000000000000e+03,4.970699999999999363e+01,4.885499999999999565e-02
6.755000000000000000e+03,4.971933333333333849e+01,4.885416666666666380e-02
6.760000000000000000e+03,4.973166666666668334e+01,4.885333333333333194e-02
6.765000000000000000e+03,4.974400000000002819e+01,4.885250000000000009e-02
6.770000000000000000e+03,4.975633333333331620e+01,4.885166666666666824e-02
6.775000000000000000e+03,4.976866666666666106e+01,4.885083333333332944e-02
6.780000000000000000e+03,4.978100000000000591e+01,4.884999999999999759e-02
6.785000000000000000e+03,4.976524999999998045e+01,4.885583333333333445e-02
6.790000000000000000e+03,4.974950000000001182e+01,4.886166666666666436e-02
6.795000000000000000e+03,4.973374999999998636e+01,4.886749999999999428e-02
6.800000000000000000e+03,4.971800000000001774e+01,4.887333333333333113e-02
6.805000000000000000e+03,4.970224999999999227e+01,4.887916666666666798e-02
6.810000000000000000e+03,4.968650000000002365e+01,4.888499999999999790e-02
6.815000000000000000e+03,4.967074999999999818e+01,4.889083333333332781e-02
6.820000000000000000e+03,4.965499999999997272e+01,4.889666666666666467e-02
6.825000000000000000e+03,4.963925000000000409e+01,4.890250000000000152e-02
6.830000000000000000e+03,4.962349999999997863e+01,4.890833333333333144e-02
6.835000000000000000e+03,4.960775000000001000e+01,4.891416666666666135e-02
6.840000000000000000e+03,4.959199999999998454e+01,4.891999999999999821e-02
6.845000000000000000e+03,4.962108333333333121e+01,4.893333333333332869e-02
6.850000000000000000e+03,4.965016666666667788e+01,4.894666666666666610e-02
6.855000000000000000e+03,4.967925000000002456e+01,4.895999999999999658e-02
6.860000000000000000e+03,4.970833333333331439e+01,4.897333333333333399e-02
6.865000000000000000e+03,4.973741666666666106e+01,4.898666666666666447e-02
6.870000000000000000e+03,4.976650000000000773e+01,4.900000000000000189e-02
6.875000000000000000e+03,4.979558333333335440e+01,4.901333333333333236e-02
6.880000000000000000e+03,4.982466666666670108e+01,4.902666666666666284e-02
6.885000000000000000e+03,4.985374999999999091e+01,4.904000000000000026e-02
6.890000000000000000e+03,4.988283333333333758e+01,4.905333333333333073e-02
6.895000000000000000e+03,4.991191666666668425e+01,4.906666666666666815e-02
6.900000000000000000e+03,4.994100000000003092e+01,4.907999999999999863e-02
6.905000000000000000e+03,4.993775000000005093e+01,4.908416666666666484e-02
6.910000000000000000e+03,4.993450000000001410e+01,4.908833333333333104e-02
6.915000000000000000e+03,4.993125000000003411e+01,4.909249999999999725e-02
6.920000000000000000e+03,4.992799999999999727e+01,4.909666666666666346e-02
6.925000000000000000e+03,4.992475000000001728e+01,4.910083333333332967e-02
6.930000000000000000e+03,4.992150000000003729e+01,4.910499999999999587e-02
6.935000000000000000e+03,4.991825000000000045e+01,4.910916666666666902e-02
6.940000000000000000e+03,4.991500000000002046e+01,4.911333333333333523e-02
6.945000000000000000e+03,4.991174999999998363e+01,4.911750000000000144e-02
6.950000000000000000e+03,4.990850000000000364e+01,4.912166666666666764e-02
6.955000000000000000e+03,4.990524999999996680e+01,4.912583333333333385e-02
6.960000000000000000e+03,4.990199999999998681e+01,4.913000000000000006e-02
